locus_tag	Lygos_24_1A	Lygos_24_1B	Lygos_24_2A	Lygos_24_2B	Lygos_48_1A	Lygos_48_1B	Lygos_48_2A	Lygos_48_2B
BOH78_0048		1.0			2.0			
BOH78_0049	1.0	1.0	1.0	1.0	1.0		1.0	1.0
BOH78_0046	21.0	24.0	28.0	23.0	24.0	21.0	21.0	17.0
BOH78_0047	3.0	4.0	3.0	5.0		1.0	4.0	
BOH78_0042	2.0	2.0	3.0		2.0	2.0	1.0	
BOH78_0043	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
BOH78_0361	3.0		3.0	2.0	3.0	1.0	3.0	
BOH78_0360	1.0			1.0				
BOH78_0081	25.0	21.0	23.0	21.0	27.0	23.0	15.0	26.0
BOH78_0082		1.0	1.0	1.0				1.0
BOH78_0083	27.0	20.0	25.0	26.0	29.0	24.0	15.0	19.0
BOH78_0085		2.0	1.0	2.0	2.0	2.0	1.0	1.0
BOH78_0348	1.0		3.0	2.0	1.0		1.0	
BOH78_0346	5.0	4.0	8.0	3.0	8.0	3.0	4.0	4.0
BOH78_0345	1.0	1.0	5.0	4.0	2.0	2.0	3.0	3.0
BOH78_0344	4.0	4.0	4.0	2.0	5.0	2.0	5.0	1.0
BOH78_0343	1.0	2.0	3.0	2.0	1.0	1.0	2.0	
BOH78_0342	21.0	20.0	22.0	21.0	23.0	21.0	15.0	16.0
BOH78_0341	15.0	8.0	10.0	10.0	11.0	6.0	8.0	8.0
BOH78_0340	1.0	2.0	4.0	6.0	1.0		3.0	5.0
BOH78_0325	6.0	4.0	6.0	6.0	7.0	2.0	6.0	6.0
BOH78_0327	4.0	3.0	5.0	1.0	4.0	1.0	3.0	3.0
BOH78_0326		1.0						
BOH78_0321	6.0	5.0	7.0	6.0	7.0	3.0	3.0	6.0
BOH78_0320		1.0	1.0			1.0		
BOH78_0323	5.0	4.0	7.0	8.0	3.0	6.0	7.0	6.0
BOH78_0322	4.0	2.0	4.0	5.0	1.0	3.0	4.0	6.0
BOH78_0329	4.0	4.0	4.0	4.0	2.0	1.0		4.0
BOH78_0309					1.0	1.0	1.0	
BOH78_0308	14.0	17.0	18.0	24.0	9.0	15.0	19.0	19.0
BOH78_0303	8.0	10.0	7.0	8.0	7.0	9.0	8.0	6.0
BOH78_0302	77.0	76.0	73.0	77.0	73.0	83.0	68.0	76.0
BOH78_0307			2.0			1.0	2.0	2.0
BOH78_0306	5.0	5.0	15.0	5.0	7.0	4.0	20.0	9.0
BOH78_0304	4.0	7.0	4.0	4.0	6.0	2.0	3.0	7.0
BOH78_0119	19.0	18.0	25.0	24.0	25.0	14.0	34.0	28.0
BOH78_0113					1.0			
BOH78_0111	7.0	5.0	6.0	4.0	6.0	4.0	1.0	2.0
BOH78_0117				2.0	3.0		1.0	2.0
BOH78_0115		1.0				1.0		
BOH78_0288	5.0	5.0	6.0	9.0	3.0	6.0	6.0	6.0
BOH78_0289			1.0					
BOH78_0282			1.0					
BOH78_0283	9.0	13.0	7.0	12.0	14.0	6.0	9.0	11.0
BOH78_0286	4.0	5.0	3.0	4.0	3.0	2.0	5.0	3.0
BOH78_0287	1.0	1.0	1.0	2.0	1.0		1.0	1.0
BOH78_0285		1.0		1.0				1.0
BOH78_0131	1.0			1.0				
BOH78_0133	6.0	7.0	7.0	3.0	7.0	4.0		1.0
BOH78_0137	2.0	1.0	2.0	1.0	2.0		4.0	1.0
BOH78_0138	8.0	11.0	9.0	11.0	6.0	5.0	8.0	12.0
BOH78_0157	9.0	8.0	9.0	7.0	12.0	9.0	7.0	6.0
BOH78_0154	1.0	1.0	1.0		3.0	3.0	5.0	
BOH78_0152					1.0			
BOH78_0153		1.0	2.0	2.0	1.0	1.0	4.0	2.0
BOH78_0158	3.0	1.0	2.0	1.0	3.0	2.0	1.0	1.0
BOH78_0159	7.0	5.0	11.0	4.0	8.0	4.0	10.0	3.0
BOH78_0179	7.0	12.0	9.0	8.0	3.0	7.0	10.0	6.0
BOH78_0175	9.0	9.0	10.0	10.0	7.0	10.0	11.0	11.0
BOH78_0176						2.0	3.0	1.0
BOH78_0177	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
BOH78_0170			1.0					
BOH78_0172	4.0	2.0	3.0	3.0	2.0	3.0	2.0	3.0
BOH78_0173	2.0	1.0	2.0		3.0	3.0	1.0	2.0
BOH78_0193	2.0	1.0	2.0	1.0	2.0	1.0		
BOH78_0190	24.0	20.0	19.0	24.0	21.0	20.0	14.0	16.0
BOH78_0191	1.0			1.0	1.0		1.0	1.0
BOH78_0196	1.0		1.0			1.0		
BOH78_0197			1.0	1.0				
BOH78_0194	6.0	9.0	10.0	8.0	9.0	9.0	10.0	8.0
BOH78_0195	11.0	11.0	11.0	13.0	8.0	8.0	14.0	13.0
BOH78_0198	9.0	10.0	12.0	12.0	12.0	8.0	10.0	10.0
BOH78_0199	2.0	3.0	3.0	3.0		2.0	2.0	
BOH78_0031	3.0	2.0	8.0	2.0	6.0	3.0	10.0	
BOH78_0030	9.0	5.0	14.0	6.0	6.0	4.0	9.0	8.0
BOH78_0033			1.0	2.0	1.0		2.0	
BOH78_0032	1.0		5.0	3.0	3.0	1.0	3.0	1.0
BOH78_0035		1.0	1.0	1.0	1.0			
BOH78_0034	2.0	5.0	12.0	9.0		4.0	13.0	6.0
BOH78_0037	1.0					1.0		
BOH78_0202	3.0		5.0	2.0	3.0	1.0	5.0	3.0
BOH78_0203	47.0	37.0	24.0	33.0	35.0	27.0	22.0	29.0
BOH78_0201	6.0	4.0	7.0	7.0	5.0	4.0	7.0	5.0
BOH78_0207	20.0	11.0	26.0	14.0	19.0	8.0	28.0	12.0
BOH78_0205	34.0	29.0	45.0	47.0	44.0	35.0	54.0	40.0
BOH78_0209	10.0	7.0	10.0	8.0	13.0	10.0	7.0	3.0
BOH78_0019	2.0	3.0	2.0	2.0				
BOH78_0018	16.0	15.0	14.0	13.0	17.0	8.0	11.0	14.0
BOH78_0017	7.0	5.0	10.0	5.0	7.0	4.0	6.0	5.0
BOH78_0016	1.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0
BOH78_0013	2.0	4.0	7.0	3.0	4.0	4.0	5.0	3.0
BOH78_0011	1.0		1.0	1.0	1.0		1.0	1.0
BOH78_0010	1.0	1.0	11.0	1.0	5.0	2.0	23.0	
BOH78_0220		1.0						
BOH78_0223						1.0		
BOH78_0224	36.0	24.0	41.0	34.0	32.0	20.0	34.0	32.0
BOH78_0074	3.0	1.0		1.0			2.0	
BOH78_0077	25.0	26.0	22.0	24.0	25.0	21.0	21.0	22.0
BOH78_0070	1.0				2.0			
BOH78_0073	1.0		2.0	1.0	2.0	1.0		2.0
BOH78_0078	3.0	3.0	1.0	2.0	6.0	3.0	3.0	
BOH78_0248	16.0	15.0	5.0	3.0	25.0	14.0		
BOH78_0249						1.0		
BOH78_0244		1.0	2.0	2.0	3.0	1.0	3.0	2.0
BOH78_0245	12.0	9.0	12.0	13.0	12.0	10.0	22.0	10.0
BOH78_0242				1.0	1.0			
BOH78_0240			4.0	2.0	1.0		2.0	1.0
BOH78_0059	1.0		1.0					
BOH78_0058	5.0	2.0	1.0	3.0	5.0	1.0	3.0	1.0
BOH78_0052	26.0	19.0	29.0	24.0	33.0	17.0	19.0	13.0
BOH78_0051	2.0	2.0	2.0	3.0	7.0	4.0	6.0	4.0
BOH78_0057	13.0	14.0	12.0	15.0	16.0	16.0	12.0	13.0
BOH78_0056	75.0	75.0	84.0	70.0	102.0	69.0	94.0	74.0
BOH78_0054	1.0	1.0			2.0	3.0	1.0	
BOH78_0264	3.0	5.0	5.0	2.0	5.0	6.0	2.0	3.0
BOH78_0260	4.0	5.0	4.0	5.0	4.0	4.0	10.0	4.0
BOH78_0261			1.0			1.0		
BOH78_0262			5.0	1.0	3.0	2.0	4.0	3.0
BOH78_0263	3.0	1.0	3.0	2.0	2.0	1.0	2.0	1.0
BOH78_0268	5.0	4.0	6.0	6.0	7.0	6.0	6.0	2.0
BOH78_0269	20.0	13.0	17.0	14.0	20.0	17.0	14.0	16.0
